image_id,wind_speed,storm_id,relative_time,ocean
agl_115,40,agl,484202,2
agl_116,40,agl,486001,2
agl_117,40,agl,489601,2
agl_118,41,agl,491401,2
agl_119,41,agl,493203,2
agl_120,41,agl,495003,2
agl_121,42,agl,496802,2
agl_122,43,agl,500401,2
agl_123,43,agl,502201,2
agl_124,44,agl,505801,2
agl_125,45,agl,511202,2
agl_126,45,agl,513001,2
agl_127,45,agl,514800,2
agl_128,45,agl,518400,2
aja_000,30,aja,0,1
aja_001,30,aja,1801,1
aja_002,30,aja,3601,1
aja_003,30,aja,5400,1
aja_004,30,aja,7201,1
aja_005,30,aja,10800,1
aja_006,30,aja,12600,1
aja_007,30,aja,14401,1
aja_008,30,aja,16200,1
aja_009,30,aja,18000,1
aja_010,30,aja,21600,1
aja_011,30,aja,23401,1
aja_012,30,aja,25200,1
aja_013,30,aja,27000,1
aja_014,30,aja,28800,1
aja_015,30,aja,32402,1
aja_016,30,aja,34202,1
aja_017,30,aja,36002,1
aja_018,30,aja,37802,1
aja_019,30,aja,39602,1
aja_020,30,aja,48602,1
aja_021,30,aja,54002,1
aja_022,30,aja,66602,1
aja_023,30,aja,68402,1
aja_024,30,aja,70202,1
aja_025,30,aja,77400,1
aja_026,30,aja,79201,1
aja_027,30,aja,81001,1
aja_028,30,aja,82801,1
aja_029,30,aja,86400,1
aja_030,31,aja,88200,1
aja_031,31,aja,90000,1
aja_032,32,aja,91800,1
aja_033,32,aja,93601,1
aja_034,33,aja,97201,1
aja_035,33,aja,99000,1
aja_036,34,aja,100800,1
aja_037,34,aja,102601,1
aja_038,35,aja,104400,1
aja_039,35,aja,108001,1
aja_040,34,aja,109800,1
aja_041,34,aja,111601,1
aja_042,33,aja,113401,1
aja_043,33,aja,115201,1
aja_044,32,aja,118802,1
aja_045,32,aja,120602,1
aja_046,31,aja,122402,1
aja_047,31,aja,124202,1
aja_048,30,aja,126002,1
aja_049,30,aja,129602,1
aja_050,30,aja,131402,1
aja_051,30,aja,133202,1
aja_052,30,aja,135002,1
aja_053,30,aja,136802,1
aja_054,30,aja,140402,1
aja_055,30,aja,153002,1
aja_056,30,aja,154802,1
aja_057,30,aja,156602,1
aja_058,30,aja,163800,1
aja_059,30,aja,167400,1
aja_060,30,aja,169201,1
aja_061,30,aja,172801,1
aja_062,30,aja,174601,1
aja_063,30,aja,176400,1
aja_064,30,aja,178201,1
aja_065,30,aja,180000,1
aja_066,30,aja,183601,1
aja_067,30,aja,185401,1
aja_068,30,aja,187201,1
aja_069,30,aja,189001,1
aja_070,30,aja,190801,1
aja_071,30,aja,194400,1
aja_072,30,aja,196200,1
aja_073,30,aja,198001,1
aja_074,30,aja,199800,1
aja_075,30,aja,201601,1
aja_076,30,aja,205200,1
aja_077,30,aja,207001,1
aja_078,30,aja,208800,1
aja_079,30,aja,210601,1
aja_080,30,aja,212401,1
aja_081,30,aja,216001,1
aja_082,29,aja,217801,1
aja_083,29,aja,219601,1
aja_084,28,aja,221400,1
aja_085,28,aja,223201,1
aja_086,27,aja,226800,1
aja_087,27,aja,228600,1
aja_088,25,aja,239402,1
aja_089,25,aja,241202,1
aja_090,25,aja,243002,1
aja_091,25,aja,250200,1
aja_092,25,aja,253800,1
aja_093,25,aja,255601,1
aja_094,25,aja,259200,1
aja_095,25,aja,261001,1
aja_096,25,aja,262801,1
aja_097,25,aja,264601,1
aja_098,25,aja,266401,1
aja_099,25,aja,270001,1
aja_100,25,aja,271800,1
aja_101,25,aja,273600,1
aja_102,25,aja,275400,1
aja_103,25,aja,277200,1
aja_104,25,aja,280801,1
aja_105,25,aja,282601,1
aja_106,25,aja,284401,1
aja_107,25,aja,286201,1
aja_108,25,aja,288001,1
aja_109,25,aja,291602,1
aja_110,25,aja,293402,1
aja_111,25,aja,295202,1
aja_112,25,aja,297002,1
aja_113,25,aja,298802,1
aja_114,25,aja,302402,1
aja_115,24,aja,304202,1
aja_116,24,aja,306002,1
aja_117,23,aja,307802,1
aja_118,23,aja,309602,1
aja_119,22,aja,313202,1
aja_120,20,aja,325802,1
aja_121,20,aja,327602,1
aja_122,20,aja,329402,1
aja_123,20,aja,336600,1
aja_124,20,aja,340200,1
aja_125,20,aja,342000,1
aja_126,20,aja,345600,1
aja_127,20,aja,347400,1
aja_128,20,aja,349200,1
aja_129,20,aja,351001,1
aja_130,20,aja,352801,1
aja_131,20,aja,356401,1
aja_132,20,aja,358200,1
aja_133,20,aja,360000,1
aja_134,20,aja,361800,1
aja_135,20,aja,363601,1
aja_136,20,aja,367201,1
aja_137,20,aja,369001,1
aja_138,20,aja,370801,1
aja_139,20,aja,372601,1
aja_140,20,aja,374400,1
aja_141,20,aja,378002,1
aja_142,20,aja,379802,1
aja_143,20,aja,381602,1
aja_144,20,aja,383402,1
aja_145,20,aja,385202,1
aja_146,20,aja,388802,1
aja_147,20,aja,390602,1
aja_148,20,aja,392402,1
aja_149,20,aja,394202,1
aja_150,20,aja,396002,1
aja_151,20,aja,399602,1
aja_152,20,aja,412202,1
aja_153,20,aja,414002,1
aja_154,20,aja,415802,1
aja_155,20,aja,423000,1
aja_156,20,aja,426601,1
aja_157,20,aja,428401,1
aja_158,20,aja,432000,1
aja_159,20,aja,433800,1
aja_160,20,aja,435600,1
aja_161,20,aja,437400,1
aja_162,20,aja,439200,1
aja_163,20,aja,442801,1
aja_164,20,aja,444601,1
aja_165,20,aja,446400,1
aja_166,20,aja,448200,1
aja_167,20,aja,450000,1
aja_168,20,aja,453600,1
aja_169,19,aja,455400,1
aja_170,19,aja,457201,1
aja_171,18,aja,459001,1
aja_172,18,aja,460800,1
aja_173,17,aja,464402,1
aja_174,17,aja,466202,1
aja_175,16,aja,468002,1
aja_176,16,aja,469802,1
aja_177,15,aja,471602,1
aja_178,15,aja,475202,1
aja_179,15,aja,477002,1
aja_180,15,aja,478802,1
aja_181,15,aja,480602,1
aja_182,15,aja,482402,1
aja_183,15,aja,486002,1
aja_184,15,aja,498602,1
aja_185,15,aja,500402,1
aja_186,15,aja,502202,1
aja_187,15,aja,509400,1
aja_188,15,aja,513000,1
aja_189,15,aja,514801,1
aja_190,15,aja,518400,1
aja_191,15,aja,520200,1
aja_192,15,aja,522001,1
aja_193,15,aja,523800,1
aja_194,15,aja,525601,1
aja_195,15,aja,529201,1
aja_196,15,aja,531001,1
aja_197,15,aja,532801,1
aja_198,15,aja,534601,1
aja_199,15,aja,536401,1
aja_200,15,aja,540000,1
aja_201,15,aja,541801,1
aja_202,15,aja,543600,1
aja_203,15,aja,545400,1
aja_204,15,aja,547200,1
aja_205,15,aja,550801,1
aja_206,15,aja,552600,1
aja_207,15,aja,554400,1
aja_208,15,aja,556200,1
aja_209,15,aja,558000,1
aja_210,15,aja,561600,1
aja_211,15,aja,563400,1
aja_212,15,aja,565201,1
aja_213,15,aja,567001,1
aja_214,15,aja,568801,1
aja_215,15,aja,572400,1
akq_000,30,akq,0,2
akq_001,31,akq,1800,2
akq_002,31,akq,3600,2
akq_003,31,akq,5400,2
akq_004,32,akq,7200,2
akq_005,33,akq,10800,2
akq_006,33,akq,12600,2
akq_007,34,akq,14400,2
akq_008,34,akq,16200,2
akq_009,34,akq,18000,2
akq_010,35,akq,21600,2
akq_011,36,akq,23400,2
akq_012,36,akq,25200,2
akq_013,36,akq,27000,2
akq_014,37,akq,28800,2
akq_015,38,akq,32400,2
akq_016,38,akq,34200,2
akq_017,39,akq,36000,2
akq_018,39,akq,37802,2
akq_019,39,akq,39601,2
akq_020,40,akq,43201,2
akq_021,40,akq,45001,2
akq_022,40,akq,46801,2
akq_023,40,akq,48602,2
alc_000,92,alc,0,2
alc_001,93,alc,1799,2
alc_002,94,alc,3600,2
alc_003,95,alc,7199,2
alc_004,94,alc,9000,2
alc_005,94,alc,10800,2
alc_006,94,alc,12600,2
alc_007,93,alc,14400,2
alc_008,92,alc,18000,2
alc_009,92,alc,19800,2
alq_000,25,alq,0,1
alq_001,25,alq,1800,1
alq_002,25,alq,3600,1
alq_003,25,alq,5400,1
alq_004,25,alq,7200,1
alq_005,25,alq,10800,1
alq_006,25,alq,12601,1
alq_007,25,alq,14400,1
alq_008,25,alq,16200,1
alq_009,25,alq,18000,1
alq_010,25,alq,21600,1
alq_011,25,alq,23400,1
alq_012,25,alq,25202,1
alq_013,25,alq,27000,1
alq_014,25,alq,28801,1
alq_015,25,alq,32401,1
alq_016,25,alq,34202,1
alq_017,25,alq,36001,1
alq_018,25,alq,37801,1
alq_019,25,alq,39602,1
alq_020,25,alq,43202,1
alq_021,26,alq,45001,1
alq_022,26,alq,46802,1
alq_023,27,alq,48602,1
alq_024,27,alq,50401,1
alq_025,28,alq,54002,1
alq_026,28,alq,55801,1
alq_027,29,alq,57601,1
alq_028,29,alq,59401,1
alq_029,30,alq,61201,1
alq_030,30,alq,64801,1
alq_031,30,alq,66601,1
alq_032,30,alq,68402,1
alq_033,30,alq,70201,1
alq_034,30,alq,72001,1
alq_035,30,alq,75600,1
alq_036,30,alq,77400,1
alq_037,30,alq,79199,1
alq_038,30,alq,81001,1
alq_039,30,alq,82800,1
alq_040,30,alq,86400,1
alq_041,30,alq,88200,1
alq_042,30,alq,90000,1
alq_043,30,alq,91800,1
alq_044,30,alq,93600,1
alq_045,30,alq,97200,1
alq_046,30,alq,99000,1
alq_047,30,alq,100801,1
alq_048,30,alq,102600,1
alq_049,30,alq,104400,1
alq_050,30,alq,108000,1
alq_051,30,alq,109800,1
alq_052,30,alq,111600,1
alq_053,30,alq,113400,1
alq_054,30,alq,115202,1
alq_055,30,alq,118801,1
alq_056,30,alq,120601,1
alq_057,30,alq,122402,1
alq_058,30,alq,124201,1
alq_059,30,alq,126001,1
alq_060,30,alq,129601,1
alq_061,31,alq,131403,1
alq_062,31,alq,133201,1
alq_063,32,alq,135001,1
alq_064,32,alq,136802,1
alq_065,33,alq,140402,1
alq_066,33,alq,142202,1
alq_067,34,alq,144001,1
alq_068,34,alq,145802,1
alq_069,35,alq,147601,1
alq_070,36,alq,151202,1
alq_071,37,alq,153001,1
alq_072,38,alq,154801,1
alq_073,38,alq,156602,1
alq_074,39,alq,158401,1
alq_075,41,alq,162000,1
alq_076,42,alq,163800,1
alq_077,43,alq,165600,1
alq_078,43,alq,167399,1
alq_079,44,alq,169201,1
alq_080,45,alq,172800,1
alq_081,46,alq,174600,1
alq_082,46,alq,176400,1
alq_083,47,alq,178200,1
alq_084,47,alq,180000,1
alq_085,48,alq,183600,1
alq_086,49,alq,187200,1
alq_087,49,alq,189001,1
alq_088,50,alq,190800,1
alq_089,50,alq,194400,1
alq_090,51,alq,196200,1
alq_091,51,alq,198000,1
alq_092,52,alq,199800,1
alq_093,52,alq,201599,1
alq_094,53,alq,205202,1
alq_095,53,alq,207001,1
alq_096,54,alq,208801,1
alq_097,54,alq,210602,1
alq_098,55,alq,212401,1
alq_099,56,alq,216001,1
alq_100,57,alq,217801,1
alq_101,58,alq,219603,1
alq_102,58,alq,221401,1
alq_103,59,alq,223202,1
alq_104,61,alq,226801,1
alq_105,62,alq,228601,1
alq_106,63,alq,230401,1
alq_107,63,alq,232201,1
alq_108,64,alq,234002,1
alq_109,65,alq,237601,1
alq_110,65,alq,239401,1
alq_111,65,alq,241201,1
alq_112,65,alq,243001,1
alq_113,65,alq,244801,1
alq_114,65,alq,248400,1
alq_115,65,alq,250200,1
alq_116,65,alq,252000,1
alq_117,65,alq,253800,1
